item_id,clicks,total_income,quantity,avg_price,percentage
214511900,403,25125.0,3.0,8375.0,0.7444168734491315
214511940,105,,,,
214511953,124,2617.0,1.0,2617.0,0.8064516129032258
214511966,551,13185.0,7.0,1883.5714285714287,1.2704174228675136
214512000,207,0.0,0.0,0.0,0.0
214512080,162,8160.0,7.0,1165.7142857142858,4.320987654320987
214512122,554,32006.0,19.0,1684.5263157894738,3.429602888086643
214512137,469,33784.0,20.0,1689.2,4.264392324093817
214512152,890,32656.0,26.0,1256.0,2.9213483146067416
214512172,76,0.0,0.0,0.0,0.0
214512189,1006,49735.0,5.0,9947.0,0.4970178926441352
214512236,892,126594.0,13.0,9738.0,1.4573991031390134
214512262,1609,184272.0,22.0,8376.0,1.3673088875077688
214512277,1171,91312.0,8.0,11414.0,0.6831767719897524
214512410,1,,,,
214512414,953,50256.0,8.0,6282.0,0.8394543546694648
214512416,4442,961920.0,85.0,11316.70588235294,1.9135524538496171
214512420,940,36024.0,2.0,18012.0,0.2127659574468085
214512425,16453,1424476.0,139.0,10248.028776978417,0.8448307299580623
214512427,106,13820.0,4.0,3455.0,3.7735849056603774
214512429,5218,99464.0,12.0,8288.666666666666,0.22997316979685703
214512431,6866,249163.0,29.0,8591.827586206897,0.4223711039906787
214512433,3,,,,
214512442,8,,,,
214512444,2661,32358.0,1.0,32358.0,0.03757985719654265
214512457,356,20839.0,1.0,20839.0,0.2808988764044944
214512467,39,,,,
214512476,710,79039.0,11.0,7185.363636363636,1.5492957746478873
214512482,1839,0.0,0.0,0.0,0.0
214512485,9,,,,
214512487,36,,,,
214512489,10,,,,
214512493,34,,,,
214512497,6,,,,
214512504,1402,193103.0,6.0,32183.833333333332,0.42796005706134094
214512506,983,122208.0,3.0,40736.0,0.3051881993896236
214512605,1052,69102.0,22.0,3141.0,2.091254752851711
214512611,7669,433504.0,47.0,9223.489361702128,0.6128569565784326
214512626,51,0.0,0.0,0.0,0.0
214512630,480,25104.0,19.0,1321.2631578947369,3.958333333333333
214512635,175,10044.0,9.0,1116.0,5.142857142857142
214512641,19,,,,
214512643,21,,,,
214512645,75,6282.0,2.0,3141.0,2.666666666666667
214512647,140,25128.0,11.0,2284.3636363636365,7.857142857142857
214512650,178,9423.0,7.0,1346.142857142857,3.932584269662921
214512652,215,5862.0,2.0,2931.0,0.9302325581395349
214512654,195,3036.0,3.0,1012.0,1.5384615384615385
214512656,242,9417.0,5.0,1883.4,2.066115702479339
214512658,111,6696.0,4.0,1674.0,3.6036036036036037
214512660,154,2826.0,1.0,2826.0,0.6493506493506493
214512662,48,2930.0,2.0,1465.0,4.166666666666666
214512665,77,6696.0,5.0,1339.2,6.493506493506493
214512667,68,7224.0,6.0,1204.0,8.823529411764707
214512669,508,13506.0,3.0,4502.0,0.5905511811023622
214512671,1259,62820.0,16.0,3926.25,1.2708498808578237
214512673,345,23555.0,10.0,2355.5,2.898550724637681
214512675,550,23555.0,8.0,2944.375,1.4545454545454546
214512680,580,0.0,0.0,0.0,0.0
214512682,433,15496.0,7.0,2213.714285714286,1.6166281755196306
214512684,20,,,,
214512686,325,,,,
214513055,4,,,,
214513057,30,,,,
214513061,398,143886.0,6.0,23981.0,1.507537688442211
214513063,761,97600.0,8.0,12200.0,1.0512483574244416
214513065,722,43144.0,5.0,8628.8,0.6925207756232686
214513155,310,50258.0,6.0,8376.333333333334,1.935483870967742
214513170,843,64914.0,17.0,3818.470588235294,2.0166073546856467
214513284,317,83705.0,50.0,1674.1,15.772870662460567
214513286,275,33480.0,29.0,1154.4827586206898,10.545454545454545
214513288,75,2720.0,3.0,906.6666666666666,4.0
214513290,145,5753.0,12.0,479.4166666666667,8.275862068965518
214513295,102,0.0,0.0,0.0,0.0
214513297,45,0.0,0.0,0.0,0.0
214513299,208,3348.0,2.0,1674.0,0.9615384615384616
214513301,29,0.0,0.0,0.0,0.0
214513314,74,8793.0,3.0,2931.0,4.054054054054054
214513320,37,,,,
214513322,61,0.0,0.0,0.0,0.0
214513331,50,3768.0,2.0,1884.0,4.0
214513333,116,3766.0,5.0,753.2,4.310344827586207
214513340,27,2826.0,1.0,2826.0,3.7037037037037033
214513342,148,5024.0,3.0,1674.6666666666667,2.027027027027027
214513344,20,,,,
214513346,100,5444.0,3.0,1814.6666666666667,3.0
214513350,133,2512.0,1.0,2512.0,0.7518796992481203
214513352,86,10888.0,4.0,2722.0,4.651162790697675
214513355,63,5652.0,2.0,2826.0,3.1746031746031744
214513357,70,8166.0,3.0,2722.0,4.285714285714286
214513363,94,5335.0,4.0,1333.75,4.25531914893617
214513365,84,3348.0,5.0,669.6,5.952380952380952
214513367,43,,,,
214513370,129,4710.0,4.0,1177.5,3.10077519379845
214513372,62,,,,
214513374,130,16947.0,9.0,1883.0,6.923076923076923
214513376,87,5334.0,12.0,444.5,13.793103448275861
214513378,246,3348.0,3.0,1116.0,1.2195121951219512
214513382,58,1256.0,1.0,1256.0,1.7241379310344827
214513389,113,0.0,0.0,0.0,0.0
214513391,36,,,,
214513393,62,3558.0,2.0,1779.0,3.225806451612903
214513400,3,,,,
214513402,35,0.0,0.0,0.0,0.0
214513406,82,2408.0,1.0,2408.0,1.2195121951219512
214513408,148,6280.0,4.0,1570.0,2.7027027027027026
214513417,59,1360.0,1.0,1360.0,1.694915254237288
214513423,27,,,,
214513425,62,1674.0,2.0,837.0,3.225806451612903
214513948,29,,,,
214514220,407,9422.0,4.0,2355.5,0.9828009828009828
214514225,304,25130.0,8.0,3141.25,2.631578947368421
214514227,226,30365.0,7.0,4337.857142857143,3.0973451327433628
214514229,477,80100.0,9.0,8900.0,1.8867924528301887
214514231,634,31413.0,4.0,7853.25,0.6309148264984227
214514233,510,7850.0,8.0,981.25,1.5686274509803921
214514235,506,20936.0,11.0,1903.2727272727273,2.1739130434782608
214514237,735,18319.0,9.0,2035.4444444444443,1.2244897959183674
214514240,662,31086.0,12.0,2590.5,1.812688821752266
214514242,507,11934.0,5.0,2386.8,0.9861932938856016
214514244,790,35182.0,7.0,5026.0,0.8860759493670887
214514246,487,14649.0,7.0,2092.714285714286,1.4373716632443532
214514248,567,12564.0,4.0,3141.0,0.7054673721340388
214514250,340,12040.0,5.0,2408.0,1.4705882352941175
214514252,351,6490.0,2.0,3245.0,0.5698005698005698
214514255,707,51821.0,17.0,3048.294117647059,2.4045261669024045
214514257,768,52350.0,15.0,3490.0,1.953125
214514259,328,6280.0,4.0,1570.0,1.2195121951219512
214514261,492,39765.0,29.0,1371.2068965517242,5.894308943089431
214514263,638,25110.0,13.0,1931.5384615384614,2.037617554858934
214514265,1044,62259.0,32.0,1945.59375,3.065134099616858
214514267,807,50568.0,34.0,1487.2941176470588,4.2131350681536555
214514270,993,52758.0,18.0,2931.0,1.812688821752266
214514272,2239,23019.0,14.0,1644.2142857142858,0.6252791424743189
214514274,1529,18319.0,8.0,2289.875,0.5232177894048398
214514276,1132,45752.0,39.0,1173.128205128205,3.4452296819787986
214514278,782,48990.0,23.0,2130.0,2.941176470588235
214514280,1331,128780.0,48.0,2682.9166666666665,3.606311044327573
214514282,1143,114646.0,37.0,3098.5405405405404,3.2370953630796153
214514285,350,2720.0,4.0,680.0,1.1428571428571428
214514287,1401,97340.0,118.0,824.9152542372881,8.422555317630264
214514289,600,17900.0,9.0,1988.888888888889,1.5
214514291,2823,82884.0,51.0,1625.1764705882354,1.8065887353878853
214514293,1684,77433.0,64.0,1209.890625,3.800475059382423
214514295,1850,141318.0,60.0,2355.3,3.2432432432432434
214514310,120,,,,
214514317,840,33497.0,29.0,1155.0689655172414,3.4523809523809526
214514319,348,14648.0,11.0,1331.6363636363637,3.1609195402298855
214514321,323,28896.0,12.0,2408.0,3.7151702786377707
214514323,876,41880.0,8.0,5235.0,0.91324200913242
214514325,773,54444.0,16.0,3402.75,2.069857697283312
214514432,14,,,,
214514527,155,37594.0,1.0,37594.0,0.6451612903225806
214514540,88,0.0,0.0,0.0,0.0
214514595,308,,,,
214514640,4316,334684.0,4.0,83671.0,0.09267840593141798
214514685,246,,,,
214514709,251,,,,
214514732,52,0.0,0.0,0.0,0.0
214514756,102,,,,
214514780,99,0.0,0.0,0.0,0.0
214515377,6,,,,
214515405,15,,,,
214515823,1840,388092.0,15.0,25872.8,0.8152173913043478
214515825,5104,377727.0,13.0,29055.923076923078,0.25470219435736674
214515830,7257,1211707.0,29.0,41783.0,0.3996141656331818
214515834,2201,804034.0,22.0,36547.0,0.9995456610631531
214515836,708,98960.0,5.0,19792.0,0.7062146892655368
214515842,2674,482532.0,42.0,11488.857142857143,1.5706806282722512
214515845,984,78525.0,15.0,5235.0,1.524390243902439
214515847,1905,214991.0,12.0,17915.916666666668,0.6299212598425197
214515853,601,,,,
214515870,5755,105347.0,4.0,26336.75,0.06950477845351868
214515872,3395,488940.0,11.0,44449.09090909091,0.3240058910162003
214515881,258,0.0,0.0,0.0,0.0
214515883,7401,2303392.0,104.0,22148.0,1.405215511417376
214515999,711,13600.0,8.0,1700.0,1.1251758087201125
214516003,28,,,,
214516005,537,40833.0,13.0,3141.0,2.4208566108007448
214516012,1222,50320.0,39.0,1290.2564102564102,3.1914893617021276
214516014,717,188460.0,51.0,3695.294117647059,7.112970711297072
214516020,958,66787.0,37.0,1805.054054054054,3.8622129436325676
214516027,2354,45741.0,25.0,1829.64,1.0620220900594732
214516031,462,56532.0,12.0,4711.0,2.5974025974025974
214516033,2204,170105.0,65.0,2617.0,2.9491833030852996
214516040,88,0.0,0.0,0.0,0.0
214516042,411,17787.0,10.0,1778.7,2.4330900243309004
214516048,1165,36638.0,15.0,2442.5333333333333,1.2875536480686696
214516055,1218,62820.0,23.0,2731.304347826087,1.8883415435139574
214516065,1635,43635.0,28.0,1558.392857142857,1.7125382262996942
214516080,284,5234.0,2.0,2617.0,0.7042253521126761
214516085,2287,91668.0,48.0,1909.75,2.09881941407958
214516087,1032,88091.0,76.0,1159.092105263158,7.3643410852713185
214516108,596,67008.0,16.0,4188.0,2.684563758389262
214516110,276,9423.0,3.0,3141.0,1.0869565217391304
214516112,421,7642.0,1.0,7642.0,0.23752969121140144
214516117,338,6282.0,3.0,2094.0,0.8875739644970414
214516119,72,,,,
214516123,246,1046.0,2.0,523.0,0.8130081300813009
214516127,967,34554.0,6.0,5759.0,0.6204756980351602
214516136,2202,67824.0,24.0,2826.0,1.08991825613079
214516138,298,28795.0,5.0,5759.0,1.6778523489932886
214516140,1862,3874.0,1.0,3874.0,0.05370569280343716
214516142,1941,54443.0,8.0,6805.375,0.41215868109222054
214516147,2152,62826.0,6.0,10471.0,0.2788104089219331
214516149,601,40830.0,11.0,3711.818181818182,1.8302828618968388
214516166,86,,,,
214516185,158,,,,
214516196,281,37594.0,1.0,37594.0,0.3558718861209964
214516207,16,,,,
214516213,220,0.0,0.0,0.0,0.0
214516215,135,,,,
214516220,2,,,,
214516622,92,,,,
214516738,3705,65898.0,378.0,174.33333333333334,10.20242914979757
214516740,632,5321.0,161.0,33.04968944099379,25.4746835443038
214516766,156,2196.0,16.0,137.25,10.256410256410255
214516768,1160,80070.0,453.0,176.75496688741723,39.05172413793103
214516790,1091,73656.0,302.0,243.89403973509934,27.68102658111824
214516794,698,8778.0,68.0,129.08823529411765,9.742120343839542
214516895,97,5235.0,1.0,5235.0,1.0309278350515463
214517443,2851,23535.0,304.0,77.41776315789474,10.66292528937215
214517450,3323,104720.0,348.0,300.91954022988506,10.472464640385194
214517454,482,6276.0,14.0,448.2857142857143,2.904564315352697
214517880,3294,938075.0,113.0,8301.548672566372,3.430479659987857
214518555,1056,27196.0,236.0,115.23728813559322,22.348484848484848
214518626,239,3450.0,29.0,118.96551724137932,12.133891213389122
214518637,442,12233.0,57.0,214.6140350877193,12.895927601809957
214518639,659,6504.0,118.0,55.11864406779661,17.905918057663126
214518652,611,6573.0,128.0,51.3515625,20.949263502454993
214518690,438,7524.0,61.0,123.34426229508196,13.926940639269406
214518817,665,4351.0,151.0,28.814569536423843,22.706766917293233
214518823,934,20598.0,146.0,141.08219178082192,15.631691648822269
214518836,527,4301.0,200.0,21.505,37.95066413662239
214519284,60,,,,
214523606,1796,54205.0,141.0,384.4326241134752,7.850779510022271
214523610,401,5124.0,12.0,427.0,2.9925187032418954
214523632,537,14646.0,8.0,1830.75,1.48975791433892
214523679,1137,7368.0,176.0,41.86363636363637,15.479331574318381
214523681,589,5420.0,76.0,71.3157894736842,12.903225806451612
214523690,1234,3654.0,135.0,27.066666666666666,10.94003241491086
214523692,429,1566.0,64.0,24.46875,14.918414918414918
214523700,1216,27857.0,936.0,29.761752136752136,76.97368421052632
214523709,4307,55760.0,187.0,298.1818181818182,4.341769212909218
214524789,4,,,,
214526000,522,6525.0,148.0,44.08783783783784,28.35249042145594
214526083,4187,52271.0,856.0,61.0642523364486,20.444232147122044
214526190,578,28260.0,60.0,471.0,10.380622837370241
214526197,568,2930.0,2.0,1465.0,0.35211267605633806
214526657,1088,15702.0,6.0,2617.0,0.5514705882352942
214527028,4733,73288.0,10.0,7328.8,0.21128248468201988
214527069,10,,,,
214527090,55,,,,
214530247,945,0.0,0.0,0.0,0.0
214530264,1391,13598.0,13.0,1046.0,0.9345794392523363
214530266,137,,,,
214530365,2168,,,,
214530367,653,,,,
214530369,1252,,,,
214530371,360,,,,
214530373,478,0.0,0.0,0.0,0.0
214530375,732,,,,
214530377,679,,,,
214530380,597,,,,
214530386,604,62727.0,1.0,62727.0,0.16556291390728478
214530410,41,,,,
214530450,852,18844.0,5.0,3768.8,0.5868544600938966
214530457,4799,277978.0,44.0,6317.681818181818,0.916857678683059
214530463,52,,,,
214530465,74,0.0,0.0,0.0,0.0
214530474,577,13085.0,5.0,2617.0,0.8665511265164645
