item_id,price,quantity
214532844,2617,1
214532846,0,0
214532848,6282,2
214532852,2092,1
214532855,2512,1
214532857,8375,1
214532863,2511,5
214532867,20940,4
214532906,8372,7
214532932,10471,1
214532934,6282,2
214532938,0,0
214532940,10470,2
214532942,10884,6
214532945,6805,1
214532949,11518,4
214532951,12562,7
214532955,228594,29
214532957,33506,6
214532972,9108,3
214532983,2303,1
214533017,832,13
214533020,90396,150
214533022,1307665,239
214533026,87864,92
214533039,0,0
214533050,12564,2
214533155,8376,2
214533180,0,0
214533187,2408,1
214533189,0,0
214533230,2931,1
214533238,0,0
214533242,6282,2
214533245,2617,1
214533247,2092,1
214533260,2722,1
214533262,0,0
214533266,0,0
214533279,2408,1
214533315,15675,85
214533337,40260,260
214533350,5008,108
214533367,7852,1
214533369,18846,3
214533371,9423,3
214533373,8793,3
214533375,1664,46
214533395,0,0
214533422,0,0
214533489,2092,1
214533508,0,0
214533538,6282,1
214533540,9422,2
214533551,0,0
214533553,11518,2
214533560,35600,5
214533562,5759,1
214533566,250805,5
214533575,0,0
214533577,0,0
214533707,23021,11
214533718,6072,2
214533727,7956,2
214533729,9422,2
214533731,33504,8
214533737,5234,2
214533740,11724,4
214533742,0,0
214533748,4186,2
214533755,8370,5
214533761,0,0
214533763,6282,2
214533774,20940,5
214533778,22826,3
214533782,0,0
214533785,8160,6
214533789,6282,2
214533791,8376,2
214533793,0,0
214533797,9420,6
214533804,18846,6
214533806,46068,11
214533810,150768,37
214533819,0,0
214533827,13085,7
214533832,40313,7
214533836,48690,5
214534145,24503,2
214534155,95924,4
214534187,33082,7
214534190,0,0
214534194,17066,2
214534196,47117,9
214534198,37481,7
214534211,52758,25
214534215,368039,37
214534217,801858,63
214534220,28266,6
214534224,0,0
214534237,12564,2
214534241,267348,21
214534245,142384,22
214534254,56544,6
214534258,18220,2
214534267,39263,7
214534271,72258,6
214534273,19160,3
214534275,8375,1
214534280,15704,2
214534282,150752,19
214534329,2617,1
214534340,149225,5
214534342,0,0
214534350,9632,4
214534352,141691,11
214534355,6279,5
214534359,15911,8
214534361,3768,3
214534367,12564,3
214534427,10471,1
214534430,15704,2
214534438,4502,1
214534440,0,0
214534449,25104,12
214534451,0,0
214534464,16736,22
214534477,0,0
214534479,2931,1
214534509,0,0
214534511,0,0
214534515,0,0
214534539,0,0
214534541,0,0
214534543,0,0
214534545,37692,13
214534552,14656,4
214534554,13085,5
214534556,0,0
214534567,32358,1
214534573,67545,3
214534577,0,0
214534580,217272,21
214534582,53094,3
214534588,15704,2
214534592,0,0
214534597,61891,5
214534599,74772,7
214534601,18848,2
214534603,11518,5
214534607,0,0
214534610,0,0
214534612,9424,1
214534627,35395,3
214534635,0,0
214534655,263835,36
214534659,0,0
214534661,272196,56
214534663,20940,5
214534667,100512,32
214534689,29316,8
214534693,63637,32
214534704,880620,93
214534706,348688,37
214534736,46472,39
214534747,23443,12
214534751,36956,15
214534753,0,0
214534755,3664,1
214534757,5024,2
214534764,4606,2
214534766,2931,1
214534768,0,0
214534770,8790,6
214534772,1570,1
214534779,3976,2
214534783,11928,6
214534785,6279,3
214534787,18832,10
214534794,3976,2
214534798,20921,10
214534800,11304,9
214534807,9206,10
214534809,1046,1
214534815,9418,5
214534832,10255,7
214534835,10048,9
214534843,3767,2
214534847,6905,5
214534850,2930,2
214534852,14336,7
214534854,3141,1
214534856,3140,2
214534860,0,0
214534875,6276,3
214534880,5024,2
214534907,60452,35
214534912,2722,1
214534993,16736,16
214535004,34540,26
214535006,12560,12
214535010,136084,58
214535030,8160,7
214535034,12240,9
214535038,39549,22
214535042,27936,54
214535051,248670,175
214535057,6280,5
214535060,6280,4
214535066,6587,7
214535068,0,0
214535072,25128,8
214535081,6068,8
214535092,134016,32
214535094,31400,21
214535102,71785,49
214535132,0,0
214535407,0,0
214535409,2931,1
214535422,3978,1
214535441,0,0
214535443,4816,2
214535445,2408,1
214535447,12564,4
214535458,0,0
214535465,41678,2
214535471,25552,1
214535563,1882,3
214535565,5646,21
214535567,8469,11
214535570,5022,11
214535589,232896,16
214535591,62310,7
214535595,318665,18
214535600,148382,13
214535602,0,0
214535606,0,0
214535608,25125,3
214535610,17800,2
214535617,415632,21
214535621,2203935,591
214535623,31413,3
214535630,7324,4
214535632,9420,6
214535634,35573,22
214535649,264618,23
214535653,77217,46
214535655,21984,3
214535662,9423,3
214535672,18319,7
214535675,37692,15
214535677,25128,15
214535681,13188,23
214535683,15702,22
214535685,2512,10
214535694,3766,4
214535711,0,0
214535985,523,1
214536185,50220,26
214536187,63648,17
214536189,62190,18
214536193,96264,46
214536195,62288,17
214536197,68055,21
214536202,1360,1
214536221,96332,10
214536279,3976,2
214536281,60312,12
214536283,46070,5
214536287,37696,4
214536290,31514,7
214536292,18424,8
214536294,5024,2
214536296,16332,4
214536298,82718,10
214536300,99366,17
214536302,98937,24
214536307,52752,45
214536311,32426,42
214536317,365470,10
214536322,292170,10
214536326,149960,11
214536330,40527,3
214536347,62826,12
214536360,12564,2
214536362,6282,2
214536365,70792,4
214536367,250698,6
214536369,50256,8
214536373,12564,2
214536377,0,0
214536380,413436,12
214536384,65952,26
214536386,630522,9
214536388,79898,11
214536390,101892,8
214536392,208915,5
214536395,58434,2
214536399,65954,14
214536401,16750,3
214536405,176980,10
214536407,50256,20
214536412,94230,18
214536414,23868,6
214536418,11414,1
214536422,16750,2
214536425,53094,3
214536427,75384,24
214536431,39260,5
214536435,46068,11
214536437,205186,35
214536440,1539886,152
214536448,21984,3
214536452,121581,9
214536455,81666,19
214536457,18846,3
214536459,25125,4
214536463,73094,2
214536480,8001,9
214536489,0,0
214536500,0,0
214536502,73280,20
214536506,3348,3
214536517,4184,6
214536519,0,0
214536521,0,0
214536532,70160,6
214536538,2092,1
214536547,12564,4
214536549,0,0
214536553,4186,2
214536557,1989,1
214536566,3978,1
214536570,0,0
214536572,3455,1
214536575,0,0
214536577,73785,54
214536581,9423,3
214536583,10470,2
214536590,3664,1
214536596,0,0
214536598,5335,3
214536600,5649,3
214536607,33500,4
214536613,4502,1
214536615,0,0
214536697,701208,24
214536819,0,0
214536821,17277,3
214536823,0,0
214536827,3766,2
214536832,44079,10
214536834,3766,3
214536838,30992,10
214536847,7748,2
214536849,6700,2
214536853,6276,3
214536860,8370,5
214536864,1778,1
214536866,16002,9
214536868,29310,10
214536872,6276,3
214536879,4711,1
214536883,5759,1
214536885,3141,2
214536890,14556,1
214536892,43668,3
214536894,25971,2
214536907,36547,1
214536922,0,0
214536928,7328,3
214536932,12564,8
214536935,0,0
214536937,0,0
214536941,3978,1
214536943,0,0
214536945,0,0
214536947,15705,5
214536950,4184,3
214536954,20940,7
214536958,20940,4
214536962,0,0
214536965,9004,2
214536967,0,0
214536984,14133,3
214537012,10992,3
214537014,0,0
214537020,4186,2
214537022,10464,5
214537025,18846,6
214537029,12553,6
214537031,7116,4
214537033,2408,1
214537037,30132,16
214537040,12560,8
214537042,3140,2
214537044,5860,4
214537046,12240,11
214537048,2512,2
214537050,20936,8
214537057,5337,5
214537059,6280,7
214537061,1570,1
214537065,10880,9
214537070,5545,4
214537072,16741,8
214537074,6278,3
214537076,3768,3
214537078,0,0
214537080,3557,3
214537102,0,0
214537104,0,0
214537112,4186,2
214537123,0,0
214537125,1570,1
214537127,17786,14
214537130,12040,5
214537132,11303,8
214537140,13610,2
214537147,0,0
214537149,7851,3
214537151,13085,5
214537153,6278,3
214537155,9422,2
214537157,2931,1
214537160,15705,7
214537162,2092,1
214537164,12564,4
214537168,3141,1
214537170,21878,13
214537172,4185,2
214537175,12040,5
214537177,18834,11
214537179,12555,8
214537181,5965,3
214537183,3348,2
214537185,69616,19
214537187,4185,3
214537190,35589,14
214537196,31386,15
214537198,5234,2
214537215,13610,4
214537217,37386,3
214537220,31413,3
214537239,7329,1
214537241,0,0
214537243,3348,2
214537245,8790,6
214537247,5860,4
214537250,1360,1
214537252,2093,1
214537254,19372,1
214537256,44500,5
214537262,50256,12
214537269,7328,2
214537271,17586,6
214537273,3978,1
214537275,6278,3
214537277,7851,3
214537280,5234,2
214537286,3455,1
214537290,3141,1
214537299,6282,2
214537301,8376,2
214537305,7536,3
214537310,35172,17
214537342,12564,5
214537344,3348,2
214537352,18844,4
214537357,17586,7
214537361,40940,7
214537363,0,0
214537365,50256,14
214537372,3977,2
214537374,7328,4
214537376,21987,15
214537378,26379,11
214537380,6909,5
214537382,5234,2
214537385,5651,3
214537387,6277,3
214537415,37692,9
214537417,41841,20
214537419,18840,19
214537434,34021,13
214537436,37659,19
214537455,257296,13
214537457,35396,2
214537460,6282,3
214537464,129303,19
214537466,25339,5
214537468,92136,22
214537470,41678,2
214537479,108387,10
214537483,91312,8
214537485,18848,2
214537487,106792,14
214537490,234906,102
214537492,138128,11
214537494,17800,2
214537496,1095788,56
214537498,72780,5
214537515,213051,31
214537520,8790,6
214537522,37688,8
214537524,200224,8
214537526,0,0
214537528,483808,20
214537532,413436,12
214537535,576586,14
214537537,97074,3
214537541,4289,7
214537663,2931,1
214537665,7329,1
214537670,0,0
214537672,38740,10
214537678,54444,13
214537682,13085,5
214537685,10990,8
214537715,29217,1
214537719,18745,1
214537745,15603,1
214537747,51387,2
214537753,545435,52
214537755,8375,1
214537766,230279,1
214537775,24480,19
214537779,52150,2
214537796,39689,1
214537820,0,0
214537826,37692,6
214537830,14133,3
214537832,47106,18
214537837,5335,4
214537841,8376,2
214537845,43668,3
214537847,0,0
214537850,94239,9
214537854,113076,36
214537856,530824,84
214537867,29315,4
214537877,18320,5
214537880,65952,18
214537882,41808,16
214537888,201486,17
214537890,22828,2
214537895,0,0
214537897,137082,11
214537899,11414,1
214537905,43668,3
214537916,41678,2
214537920,52355,5
214537922,20942,2
214537925,142924,17
214537929,29841,3
214537931,366485,35
214537933,83756,10
214537935,217766,27
214537942,15705,3
214537944,7851,3
214537952,57491,1
214537955,184412,4
214537967,7018086,486
214537970,45240,3
214537978,3664,1
214537985,71105,1
214537989,25028,1
214537995,0,0
214537997,6282,1
214538000,0,0
214538002,12564,2
214538006,13610,2
214538027,8057,28
214538030,25110,59
214538064,0,0
214538190,0,0
214538195,9214,1
214538203,0,0
214538229,15603,1
214538231,8166,1
214538233,0,0
214538240,40527,3
214538242,41783,1
214538244,0,0
214538252,0,0
214538255,8166,1
214538267,22828,2
214538274,0,0
214538276,25129,3
214538278,14556,1
214538282,7329,1
214538285,0,0
214538302,3978,2
214538304,0,0
214538306,0,0
214538308,8900,1
214538310,5759,1
214538315,0,0
214538317,19894,2
214538319,0,0
214538321,0,0
214538323,0,0
214538325,24924,2
214538340,0,0
214538342,41678,2
214538345,13509,1
214538364,27018,2
214538370,56544,8
214538372,0,0
214538377,9424,1
214538379,0,0
214538390,0,0
214538392,12146,2
214538415,0,0
214538428,0,0
214538430,8166,1
214538439,13187,7
214538462,0,0
214538465,0,0
214538467,33504,4
214538469,52355,5
214538471,16650,1
214538475,0,0
214538477,16752,4
214538484,10670,10
214538486,5235,2
214538488,94563,7
214538495,7850,10
214538572,335040,68
214538574,314130,31
214538582,5858,5
214538591,18319,7
214538597,14644,14
214538679,1988,2
214538685,0,0
214538702,0,0
214538747,2092,1
214538750,0,0
214538758,0,0
214538762,0,0
214538767,0,0
214538769,0,0
214538820,47091,38
214538829,3138,3
214538831,2511,3
214538842,0,0
214538844,0,0
214538867,12564,2
214538870,12146,2
214538876,0,0
214538951,106267,42
214538981,40518,12
214538985,23553,14
214538992,17270,14
214538994,23553,14
214539039,91736,4
214539050,130692,12
214539084,6282,1
214539105,31413,3
214539110,523970,51
214539112,213600,25
214539148,69102,11
214539150,80626,14
214539193,15705,3
214539202,60191,23
214539204,28787,11
214539206,10990,8
214539208,18320,5
214539223,15705,8
214539232,23556,3
214539236,20416,3
214539238,79572,19
214539240,5024,2
214539245,9417,5
214539247,1883,1
214539251,2092,1
214539253,28064,2
214539260,8272,1
214539262,237503,7
214539264,4606,2
214539266,0,0
214539268,7328,1
214539275,0,0
214539277,11724,4
214539279,2931,1
214539281,2931,1
214539283,8166,3
214539285,0,0
214539287,2617,1
214539290,7224,3
214539294,9417,5
214539296,4186,2
214539298,14646,7
214539307,15705,5
214539309,7328,2
214539311,6282,2
214539315,0,0
214539326,4185,2
214539330,49950,3
214539332,9212,4
214539335,10367,1
214539337,87234,7
214539341,7224,3
214539347,0,0
214539350,14657,2
214539354,4816,2
214539356,4083,1
214539358,3557,2
214539360,12450,7
214539362,3141,1
214539369,2093,1
214539373,10463,5
214539384,0,0
214539386,0,0
214539388,0,0
214539390,0,0
214539392,57585,12
214539397,0,0
214539403,5235,1
214539405,0,0
214539407,12564,2
214539410,4185,2
214539414,6276,3
214539416,6277,4
214539418,2092,1
214539420,14968,6
214539422,2092,1
214539431,7118,2
214539435,41884,4
214539465,4184,2
214539504,0,0
214539506,7328,2
214539508,10462,5
214539510,4184,2
214539512,11304,4
214539515,14648,18
214539517,33508,4
214539519,0,0
214539523,6282,1
214539527,12564,4
214539530,17698,1
214539532,0,0
214539534,20940,4
214539545,0,0
214539547,1988,1
214539549,2092,1
214539551,0,0
214539568,21987,7
214539570,94223,28
214539572,6910,2
214539592,166712,8
214539686,10994,2
214539688,5024,2
214539697,23556,3
214539705,13611,2
214539737,2617,1
214539772,2093,1
214539780,17586,6
214539782,14656,5
214539785,2617,1
214539825,15386,7
214539827,0,0
214539845,4771725,184
214539887,627,1
214539977,7224,3
214539997,672524,39
214540014,197920,10
214540033,46070,5
214540035,512551,90
214540040,4602,11
214540042,732,1
214540044,5234,2
214540046,8372,6
214540052,1988,1
214540055,62778,34
214540070,59660,70
214540072,41850,104
214540074,16115,21
214540106,19761,35
214540110,12555,9
214540112,34540,53
214540125,102990,82
214540127,169741,342
214540132,17680,22
214540134,19874,37
214540136,11506,20
214540172,21945,81
214540175,14646,7
214540179,31400,28
214540181,18832,9
214540183,4710,5
214540344,8376,2
214540389,5235,1
214540406,83760,20
214540434,4184,2
214540479,6800,6
214540575,14658,2
214540590,6587,7
214540595,0,0
214540597,744735,353
214540599,19894,2
214540601,54403,26
214540605,18846,3
214540610,10992,3
214540612,0,0
214540614,0,0
214540618,35172,12
214540633,19054,7
214540635,8371,4
214540652,5022,3
214540655,18846,3
214540657,27209,13
214540661,1360,1
214540667,4710,3
214540670,6276,3
214540676,1674,2
214540691,14115,16
214540697,0,0
214540702,0,0
214540704,0,0
214540706,9420,7
214540712,51296,7
214540721,5026,1
214540734,3348,4
214540742,1046,1
214540751,627,1
214540753,837,2
214540762,16114,14
214540764,4705,6
214540766,10248,21
214540768,14130,9
214540796,37696,4
214540802,6276,3
214540805,4710,3
214540809,1882,2
214540811,0,0
214540813,41879,5
214540817,31392,22
214540847,16856,7
214540867,941,1
214540890,4080,3
214540910,46809,3
214540922,56495,27
214540925,4710,3
214540935,7328,2
214540948,4607,1
214540950,0,0
214540963,39263,5
214540965,0,0
214540967,3664,1
214540978,61254,17
