item_id,clicks
214509725,97
214509727,55
214509729,62
214509731,135
214509735,101
214509737,128
214509742,37
214509746,40
214509748,63
214509750,783
214509752,141
214509759,57
214509763,62
214509767,84
214509774,39
214509776,245
214509778,45
214509780,45
214509785,58
214509787,1530
214509793,31
214509795,415
214509797,268
214509800,353
214509830,3749
214509838,84
214509842,2770
214509845,5211
214509855,898
214509857,32
214509860,137
214509864,900
214509870,2721
214509872,173
214509877,121
214509881,58
214509911,152
214509920,307
214509939,150
214509977,63
214509980,187
214509982,73
214509984,200
214510007,34
214510044,9234
214510048,242
214510057,122
214510070,814
214510074,1604
214510089,668
214510091,996
214510106,17
214510108,241
214510110,21
214510115,2
214510117,2310
214510205,531
214510207,297
214510209,422
214510215,229
214510220,10
214510445,28310
214510447,5618
214510449,3249
214510451,3466
214510455,2452
214510460,3845
214510575,268
214510689,2892
214510700,2282
214510712,75
214510727,91
214510730,125
214510732,40
214510738,2990
214510740,382
214510742,16
214510755,2329
214510757,4445
214510772,1292
214510775,2752
214510777,875
214510779,584
214510781,1589
214510783,5744
214510785,1858
214510802,1507
214510805,1183
214510820,3039
214510854,6290
214510873,169
214510875,1400
214511006,167
214511015,6409
214511047,836
214511053,190
214511055,102
214511057,79
214511060,112
214511062,284
214511068,248
214511070,1319
214511072,1015
214511075,924
214511085,325
214511092,555
214511102,162
214511109,146
214511111,187
214511113,53
214511115,93
214511117,640
214511120,141
214511152,202
214511195,219
214511199,263
214511201,274
214511265,66
214511319,180
214511334,49
214511375,141
214511402,13
214511465,2820
214511488,1479
214511501,1423
214511664,826
214511696,3199
214511743,35
214511790,338
214511803,1455
214511816,203
214511840,195
214511852,530
214511870,407
214511900,403
214511940,105
214511953,124
214511966,551
214512000,207
214512080,162
214512122,554
214512137,469
214512152,890
214512172,76
214512189,1006
214512236,892
214512262,1609
214512277,1171
214512410,1
214512414,953
214512416,4442
214512420,940
214512425,16453
214512427,106
214512429,5218
214512431,6866
214512433,3
214512442,8
214512444,2661
214512457,356
214512467,39
214512476,710
214512482,1839
214512485,9
214512487,36
214512489,10
214512493,34
214512497,6
214512504,1402
214512506,983
214512605,1052
214512611,7669
214512626,51
214512630,480
214512635,175
214512641,19
214512643,21
214512645,75
214512647,140
214512650,178
214512652,215
214512654,195
214512656,242
214512658,111
214512660,154
214512662,48
214512665,77
214512667,68
214512669,508
214512671,1259
214512673,345
214512675,550
214512680,580
214512682,433
214512684,20
214512686,325
214513055,4
214513057,30
214513061,398
214513063,761
214513065,722
214513155,310
214513170,843
214513284,317
214513286,275
214513288,75
214513290,145
214513295,102
214513297,45
214513299,208
214513301,29
214513314,74
214513320,37
214513322,61
214513331,50
214513333,116
214513340,27
214513342,148
214513344,20
214513346,100
214513350,133
214513352,86
214513355,63
214513357,70
214513363,94
214513365,84
214513367,43
214513370,129
214513372,62
214513374,130
214513376,87
214513378,246
214513382,58
214513389,113
214513391,36
214513393,62
214513400,3
214513402,35
214513406,82
214513408,148
214513417,59
214513423,27
214513425,62
214513948,29
214514220,407
214514225,304
214514227,226
214514229,477
214514231,634
214514233,510
214514235,506
214514237,735
214514240,662
214514242,507
214514244,790
214514246,487
214514248,567
214514250,340
214514252,351
214514255,707
214514257,768
214514259,328
214514261,492
214514263,638
214514265,1044
214514267,807
214514270,993
214514272,2239
214514274,1529
214514276,1132
214514278,782
214514280,1331
214514282,1143
214514285,350
214514287,1401
214514289,600
214514291,2823
214514293,1684
214514295,1850
214514310,120
214514317,840
214514319,348
214514321,323
214514323,876
214514325,773
214514432,14
214514527,155
214514540,88
214514595,308
214514640,4316
214514685,246
214514709,251
214514732,52
214514756,102
214514780,99
214515377,6
214515405,15
214515823,1840
214515825,5104
214515830,7257
214515834,2201
214515836,708
214515842,2674
214515845,984
214515847,1905
214515853,601
214515870,5755
214515872,3395
214515881,258
214515883,7401
214515999,711
214516003,28
214516005,537
214516012,1222
214516014,717
214516020,958
214516027,2354
214516031,462
214516033,2204
214516040,88
214516042,411
214516048,1165
214516055,1218
214516065,1635
214516080,284
214516085,2287
214516087,1032
214516108,596
214516110,276
214516112,421
214516117,338
214516119,72
214516123,246
214516127,967
214516136,2202
214516138,298
214516140,1862
214516142,1941
214516147,2152
214516149,601
214516166,86
214516185,158
214516196,281
214516207,16
214516213,220
214516215,135
214516220,2
214516622,92
214516738,3705
214516740,632
214516766,156
214516768,1160
214516790,1091
214516794,698
214516895,97
214517443,2851
214517450,3323
214517454,482
214517880,3294
214518555,1056
214518626,239
214518637,442
214518639,659
214518652,611
214518690,438
214518817,665
214518823,934
214518836,527
214519284,60
214523606,1796
214523610,401
214523632,537
214523679,1137
214523681,589
214523690,1234
214523692,429
214523700,1216
214523709,4307
214524789,4
214526000,522
214526083,4187
214526190,578
214526197,568
214526657,1088
214527028,4733
214527069,10
214527090,55
214530247,945
214530264,1391
214530266,137
214530365,2168
214530367,653
214530369,1252
214530371,360
214530373,478
214530375,732
214530377,679
214530380,597
214530386,604
214530410,41
214530450,852
214530457,4799
214530463,52
214530465,74
214530474,577
214530485,311
214530487,46
214530491,1862
214530493,16
214530497,394
214530500,894
214530502,1802
214530506,756
214530510,47
214530523,96
214530527,325
214530542,389
214530549,603
214530551,636
214530553,46
214530555,7173
214530557,45
214530572,3628
214530575,1266
214530581,26
214530665,3004
214530667,694
214530669,706
214530673,432
214530675,48
214530677,55
214530680,68
214530682,64
214530684,49
214530686,71
214530688,59
214530690,57
214530695,53
214530697,140
214530701,1495
214530703,988
214530705,2528
214530710,1561
214530712,106
214530714,26
214530716,308
214530718,292
214530720,16
214530725,42
214530729,4632
214530731,623
214530733,311
214530735,269
214530737,315
214530740,33
214530744,26
214530748,27
214530774,240
214530776,212
214530778,699
214530787,799
214530789,4973
214530791,2744
214530797,267
214530800,250
214530802,386
214530808,2
214530817,41
214530832,9
214530842,152
214530845,68
214530855,77
214530857,82
214530860,134
214530864,94
214530866,281
214530868,131
214530872,75
214530879,374
214530883,234
214530885,410
214530887,683
214530890,327
214530894,105
214530898,358
214530900,149
214530905,276
214530907,71
214530909,54
214530922,776
214530937,475
214530939,229
214530943,125
214530945,246
214530947,222
214530950,90
214530952,70
214530954,46
214530958,433
214530982,713
214530984,161
214530986,252
214530988,111
214530990,85
214530992,60
214530995,32
214530997,405
214531001,412
214531003,381
214531005,168
214531007,310
214531010,306
214531012,435
214531014,178
214531016,98
214531018,82
214531022,314
214531025,11
214531130,1499
214531132,439
214531134,1040
214531136,322
214531138,198
214531140,207
214531142,192
214531145,241
214531147,125
214531151,4811
214531153,3814
214531155,496
214531157,53
214531183,28
214531190,110
214531200,15
214531207,4
214531305,382
214531314,1906
214531318,422
214531320,277
214531322,467
214531327,486
214531329,500
214531335,301
214531337,615
214531352,566
214531355,977
214531357,1266
214531359,1387
214531361,454
214531365,808
214531372,574
214531376,1164
214531393,1055
214531395,403
214531397,267
214531410,624
214531438,27
214531466,1246
214531475,1102
214531483,147
214531502,1135
214531513,3961
214531517,1951
214531532,64
214531543,619
214531545,1008
214531547,11
214531550,1948
214531556,2
214531560,2195
214531565,261
214531584,462
214531597,1038
214531599,458
214531610,128
214531612,1925
214531618,1367
214531620,976
214531622,146
214531652,22
214531659,6361
214531667,15
214531712,332
214531717,234
214531719,33
214531727,115
214531802,442
214531822,131
214531830,148
214531860,5
214531862,143
214531877,414
214531895,585
214531897,26
214531899,127
214531901,143
214531903,771
214531905,285
214531907,2332
214531910,207
214531916,534
214531925,203
214531929,157
214531931,127
214531937,911
214531948,152
214531950,111
214531955,115
214531957,101
214531961,214
214531965,88
214531982,32
214531997,1890
214532000,392
214532006,66
214532008,111
214532010,7
214532023,167
214532025,26
214532027,69
214532036,1547
214532038,2991
214532040,1845
214532051,2782
214532064,3077
214532070,5422
214532072,7935
214532090,43
214532107,5263
214532109,402
214532111,328
214532113,2681
214532115,29
214532141,367
214532143,125
214532147,364
214532150,340
214532154,358
214532156,350
214532158,989
214532182,207
214532190,27
214532197,54
214532210,51
214532248,13
214532252,46
214532272,6
214532287,66
214532295,578
214532297,14
214532300,107
214532302,283
214532349,1322
214532351,736
214532353,52
214532370,222
214532377,38
214532447,244
214532510,271
214532525,10
214532540,21
214532544,842
214532565,221
214532567,1036
214532597,276
214532600,1
214532608,3
214532617,89
214532623,1700
214532668,155
214532670,66
214532672,125
214532705,109
214532715,157
214532730,57
214532739,91
214532767,98
214532771,258
214532773,70
214532777,164
214532782,296
214532788,257
214532790,166
214532801,1449
214532803,128
214532812,342
214532814,81
214532816,177
214532831,156
214532833,152
214532835,389
214532837,324
214532844,48
214532848,195
214532852,199
214532855,131
214532857,423
214532859,705
214532863,118
214532867,432
214532906,429
214532932,486
214532934,437
214532938,364
214532940,537
214532942,760
214532945,660
214532949,977
214532951,638
214532955,1957
214532957,1312
214532972,57
214532983,69
214533017,130
214533020,9627
214533022,25302
214533026,2283
214533050,389
214533105,66
214533155,69
214533172,7
214533180,43
214533189,35
214533234,13
214533236,40
214533238,34
214533242,152
214533245,83
214533247,54
214533249,39
214533251,49
214533253,42
214533257,64
214533260,31
214533264,21
214533279,84
214533315,1225
214533337,1617
214533350,446
214533367,334
214533369,1094
214533371,1387
214533373,986
214533375,797
214533388,147
214533422,303
214533489,651
214533491,260
214533495,83
214533508,618
214533523,425
214533538,703
214533540,1267
214533551,559
214533553,1728
214533562,331
214533566,707
214533568,753
214533570,72
214533575,986
214533577,1023
214533707,798
214533718,375
214533727,286
214533729,480
214533731,509
214533733,169
214533737,407
214533740,642
214533742,218
214533748,602
214533755,421
214533761,205
214533763,278
214533774,266
214533778,816
214533785,279
214533789,347
214533791,126
214533793,127
214533797,429
214533804,564
214533806,1129
214533810,1861
214533819,466
214533821,38
214533827,497
214533832,350
214533836,203
214533922,88
214534087,20
214534145,327
214534155,98
214534187,671
214534190,94
214534194,640
214534196,471
214534198,543
214534215,7397
214534217,5269
214534220,3086
214534226,2
214534237,173
214534241,1353
214534245,1241
214534254,343
214534256,42
214534258,179
214534267,586
214534271,1511
214534273,457
214534275,298
214534280,148
214534282,2446
214534297,755
214534301,286
214534303,602
214534305,619
214534352,2421
214534357,7
214534378,25
214534427,204
214534430,376
214534432,50
214534438,437
214534440,323
214534449,754
214534451,114
214534453,146
214534455,36
214534464,1483
214534479,195
214534515,380
214534528,11
214534543,517
214534545,703
214534547,143
214534550,6
214534552,217
214534554,264
214534556,1438
214534560,89
214534562,56
214534567,334
214534573,309
214534577,356
214534580,2063
214534582,271
214534584,12
214534588,14
214534592,329
214534597,1564
214534599,643
214534601,1224
214534603,1170
214534607,337
214534610,614
214534612,238
214534625,245
214534627,748
214534635,115
214534640,134
214534644,33
214534650,18
214534655,4450
214534657,23
214534659,460
214534661,2782
214534663,1226
214534665,16
214534667,3120
214534670,93
214534682,22
214534689,2423
214534693,2103
214534704,1634
214534706,1835
214534715,13
214534736,1711
214534738,15
214534747,548
214534751,695
214534755,310
214534757,396
214534766,195
214534768,173
214534770,348
214534772,440
214534779,220
214534783,336
214534785,183
214534787,350
214534794,129
214534796,160
214534798,440
214534800,220
214534807,192
214534809,82
214534815,360
214534835,581
214534841,54
214534843,261
214534847,206
214534850,199
214534852,243
214534856,164
214534858,43
214534860,152
214534875,293
214534880,186
214534907,983
214534912,48
214534993,926
214534997,4
214535002,4
214535004,448
214535006,405
214535010,4311
214535015,86
214535038,499
214535042,1697
214535045,10
214535047,135
214535051,4913
214535068,387
214535079,94
214535085,14
214535087,9
214535092,4674
214535094,806
214535102,1454
214535132,92
214535162,29
214535192,15
214535409,402
214535417,2
214535422,65
214535441,272
214535456,68
214535458,202
214535460,15
214535465,1435
214535471,481
214535499,40
214535555,2
214535563,102
214535565,99
214535567,186
214535570,172
214535589,754
214535591,480
214535593,681
214535595,1251
214535600,717
214535608,921
214535610,984
214535617,2708
214535621,10563
214535623,507
214535627,18
214535630,229
214535634,1324
214535640,4
214535645,13
214535649,2319
214535653,5135
214535655,455
214535662,546
214535666,25
214535672,823
214535675,1004
214535677,424
214535681,449
214535683,471
214535685,845
214535687,24
214535694,312
214535696,12
214535700,54
214535705,254
214535707,104
214535709,205
214535711,354
214535722,456
214535728,132
214535730,284
214535735,4
214535737,48
214535750,56
214535754,11
214535765,10
214535769,16
214535930,16
214535934,43
214535936,5
214535985,1531
214536039,28
214536054,39
214536080,75
214536174,41
214536185,1163
214536187,2583
214536189,1922
214536193,2767
214536195,3167
214536197,2029
214536202,107
214536221,1415
214536234,10
214536236,23
214536238,62
214536257,120
214536279,226
214536281,1178
214536287,649
214536290,911
214536292,305
214536294,267
214536296,870
214536298,1389
214536300,1294
214536302,2070
214536307,2270
214536317,1576
214536320,228
214536322,1846
214536326,1344
214536330,389
214536347,607
214536360,401
214536362,251
214536365,732
214536367,1622
214536369,426
214536371,10
214536373,103
214536377,388
214536380,432
214536382,46
214536384,314
214536386,429
214536388,944
214536390,706
214536392,2661
214536395,117
214536399,650
214536401,122
214536405,439
214536407,434
214536412,2806
214536414,338
214536418,43
214536422,306
214536425,1119
214536427,566
214536431,302
214536435,1165
214536437,749
214536440,2325
214536446,204
214536448,468
214536452,328
214536455,152
214536457,548
214536459,164
214536463,51
214536478,42
214536480,289
214536489,682
214536500,560
214536502,1814
214536506,70
214536517,127
214536519,136
214536521,586
214536523,456
214536527,66
214536532,193
214536536,70
214536538,93
214536540,121
214536547,717
214536549,47
214536553,91
214536557,232
214536560,96
214536562,54
214536564,56
214536566,68
214536568,43
214536570,138
214536572,171
214536575,80
214536577,1550
214536581,240
214536583,183
214536590,250
214536594,113
214536596,99
214536598,242
214536600,137
214536607,645
214536613,83
214536615,238
214536652,26
214536697,3065
214536722,8
214536789,9
214536797,44
214536819,152
214536821,127
214536823,166
214536825,55
214536827,69
214536832,739
214536834,578
214536838,1093
214536847,1042
214536849,55
214536853,193
214536860,1014
214536864,495
214536866,265
214536868,449
214536872,88
214536877,13
214536879,45
214536883,96
214536885,83
214536887,87
214536890,121
214536892,1064
214536894,1015
214536907,2886
214536922,415
214536928,217
214536932,278
214536935,270
214536937,395
214536941,167
214536943,186
214536945,130
214536947,565
214536950,277
214536954,1042
214536958,758
214536962,491
214536965,285
214536967,354
214536984,753
214537012,1242
214537014,316
214537020,256
214537022,284
214537025,239
214537029,331
214537033,318
214537037,2704
214537040,332
214537042,224
214537044,316
214537046,351
214537048,108
214537050,592
214537057,314
214537059,417
214537061,166
214537063,29
214537065,444
214537070,371
214537072,318
214537074,275
214537078,303
214537080,311
214537102,49
214537104,101
214537106,73
214537108,18
214537112,163
214537123,178
214537125,330
214537127,660
214537130,293
214537132,615
214537140,159
214537147,534
214537149,164
214537151,192
214537153,61
214537155,165
214537157,269
214537160,235
214537162,324
214537164,298
214537170,600
214537172,91
214537175,313
214537177,311
214537179,230
214537181,137
214537183,71
214537185,1343
214537187,251
214537190,677
214537196,586
214537198,150
214537215,210
214537217,337
214537220,457
214537226,43
214537239,241
214537241,254
214537243,67
214537245,514
214537247,130
214537252,209
214537254,656
214537256,1189
214537260,13
214537262,600
214537269,296
214537271,366
214537273,99
214537275,160
214537277,145
214537280,66
214537282,172
214537286,278
214537290,90
214537299,145
214537301,182
214537305,126
214537307,158
214537310,224
214537342,225
214537344,100
214537352,576
214537357,744
214537361,576
214537363,415
214537365,2234
214537372,173
214537374,338
214537376,334
214537378,741
214537380,279
214537382,33
214537385,89
214537387,145
214537389,2
214537402,10
214537415,681
214537417,580
214537419,499
214537434,737
214537436,1014
214537447,47
214537455,1971
214537457,719
214537464,1078
214537466,955
214537468,1711
214537470,2715
214537472,12
214537479,1561
214537483,1583
214537485,956
214537490,7162
214537492,2906
214537494,1859
214537496,10622
214537498,1173
214537515,2691
214537520,222
214537522,886
214537524,963
214537526,709
214537528,3947
214537530,30
214537532,3948
214537535,5210
214537537,2608
214537541,1911
214537543,71
214537547,69
214537565,2
214537582,5
214537655,155
214537661,20
214537663,227
214537665,535
214537667,60
214537670,174
214537672,1311
214537678,504
214537682,425
214537685,190
214537687,13
214537706,2
214537708,3
214537715,2498
214537717,9
214537719,2190
214537742,150
214537745,26
214537747,2028
214537751,13
214537753,3232
214537755,627
214537760,1226
214537764,2710
214537766,3174
214537770,5
214537775,3512
214537777,9
214537779,352
214537794,1
214537796,1633
214537820,299
214537826,632
214537830,192
214537832,784
214537837,400
214537841,259
214537845,390
214537847,199
214537850,579
214537856,2693
214537867,1974
214537877,422
214537880,605
214537882,526
214537888,956
214537890,629
214537895,513
214537897,761
214537899,456
214537903,207
214537905,728
214537916,279
214537920,436
214537922,404
214537925,1309
214537929,682
214537931,1868
214537933,1208
214537935,1754
214537940,21
214537942,399
214537944,625
214537955,2081
214537963,3
214537967,17625
214537970,487
214537972,99
214537978,650
214537980,9
214537982,570
214537985,355
214537987,803
214537989,616
214537991,3
214537993,583
214537995,144
214537997,296
214538000,151
214538002,952
214538006,209
214538027,1712
214538030,3986
214538032,29
214538036,92
214538038,5
214538042,25
214538064,88
214538177,14
214538190,253
214538192,171
214538195,187
214538197,91
214538199,49
214538201,308
214538203,264
214538229,119
214538231,326
214538233,30
214538240,668
214538242,327
214538244,168
214538252,127
214538255,60
214538257,155
214538267,382
214538270,37
214538274,638
214538276,588
214538278,348
214538282,175
214538285,168
214538287,201
214538297,112
214538300,461
214538302,406
214538304,268
214538306,577
214538308,132
214538310,118
214538312,501
214538315,230
214538317,543
214538319,418
214538321,167
214538323,140
214538325,459
214538340,301
214538342,482
214538345,385
214538364,164
214538366,109
214538370,773
214538372,356
214538377,183
214538379,66
214538390,764
214538392,798
214538415,213
214538417,208
214538430,747
214538439,1070
214538462,608
214538465,866
214538467,922
214538469,1416
214538471,976
214538475,542
214538477,361
214538484,2916
214538486,225
214538488,1383
214538490,31
214538495,941
214538499,134
214538572,4751
214538574,3030
214538582,1208
214538591,2853
214538597,800
214538677,45
214538679,42
214538683,7
214538685,229
214538687,60
214538700,69
214538702,66
214538711,154
214538747,2850
214538750,117
214538754,97
214538765,27
214538795,10
214538801,13
214538814,15
214538820,7961
214538829,40
214538831,646
214538840,5
214538842,582
214538844,403
214538846,44
214538850,11
214538859,8
214538867,104
214538870,1915
214538874,36
214538876,729
214538889,11
214538919,96
214538945,74
214538951,5023
214538964,50
214538981,1407
214538985,439
214538992,1985
214538994,683
214539002,32
214539007,59
214539020,25
214539037,66
214539039,22283
214539050,9669
214539056,15
214539069,34
214539084,4297
214539086,172
214539105,4061
214539107,14
214539110,15830
214539112,9092
214539135,173
214539140,1
214539148,3400
214539150,3991
214539182,36
214539189,40
214539193,2960
214539202,5013
214539204,3534
214539206,2237
214539215,10
214539219,23
214539223,674
214539230,119
214539232,3476
214539236,4685
214539238,3415
214539240,102
214539242,95
214539245,279
214539247,175
214539251,119
214539253,1064
214539260,931
214539262,2046
214539264,116
214539266,240
214539268,329
214539272,206
214539275,302
214539277,205
214539279,199
214539281,213
214539283,187
214539285,210
214539287,184
214539290,183
214539294,162
214539296,157
214539298,192
214539309,354
214539311,259
214539315,269
214539317,51
214539326,147
214539330,535
214539332,269
214539335,456
214539337,883
214539339,541
214539341,455
214539347,279
214539350,622
214539354,505
214539356,458
214539358,191
214539360,188
214539362,230
214539365,23
214539367,67
214539369,67
214539373,96
214539377,3
214539384,118
214539386,299
214539388,170
214539390,1227
214539392,882
214539397,468
214539399,274
214539403,601
214539405,102
214539407,1006
214539412,83
214539414,112
214539416,264
214539418,106
214539420,486
214539422,88
214539431,322
214539435,602
214539455,43
214539465,97
214539482,252
214539489,49
214539493,15
214539504,255
214539506,487
214539508,178
214539510,106
214539512,235
214539515,425
214539517,201
214539519,266
214539523,427
214539527,1770
214539530,404
214539532,453
214539540,726
214539545,149
214539547,153
214539549,235
214539551,73
214539568,927
214539590,429
214539592,2581
214539686,1274
214539688,1013
214539697,1175
214539705,971
214539718,115
214539727,49
214539737,235
214539772,976
214539776,12
214539780,766
214539782,916
214539785,34
214539787,34
214539800,29
214539817,22
214539821,11
214539823,21
214539825,616
214539827,597
214539832,142
214539834,226
214539842,141
214539845,15284
214539847,26
214539853,150
214539875,15
214539907,4
214539920,398
214539924,79
214539935,35
214539977,77
214539980,11
214539995,426
214539997,1497
214540014,1274
214540016,46
214540020,592
214540022,57
214540029,89
214540033,357
214540035,6918
214540040,618
214540042,112
214540044,260
214540046,207
214540052,129
214540055,514
214540061,52
214540063,32
214540070,1546
214540082,54
214540106,719
214540110,174
214540112,216
214540125,3441
214540127,5820
214540134,369
214540172,946
214540175,639
214540181,498
214540183,519
214540185,31
214540198,6
214540305,29
214540344,1502
214540389,623
214540406,2120
214540432,46
214540434,89
214540479,1850
214540545,214
214540550,18
214540552,5
214540586,18
214540590,858
214540597,10514
214540599,1942
214540601,1392
214540618,824
214540633,1182
214540635,299
214540670,250
214540706,1509
214540762,237
214540764,131
214540766,173
214540813,1011
214540817,631
214540847,494
214540920,29
214540922,1510
214540935,490
214540963,1078
214540974,452
214540987,13
214541008,32
214541015,226
214541017,295
214541027,126
214541032,20
214541045,465
214541053,334
214541057,254
214541060,1292
214541064,402
214541205,56
214541330,27
214541355,17964
214541357,4112
214541488,17
214541495,1935
214541510,59
214541525,1261
214541548,1360
214541570,148
214541574,192
214541576,216
214541578,79
214541582,3639
214541591,984
214541595,9
214541597,158
214541660,1318
214541679,895
214541690,322
214541750,21
214541767,305
214541769,422
214541784,9
214541790,778
214541825,2
214541906,6
214541966,14
214541972,49
214541998,197
214542000,30
214542017,32
214542062,3
214542189,41
214542219,5
214542221,129
214542236,4
214542245,27
214542257,53
214542324,144
214542326,213
214542345,3275
214542350,222
214542352,340
214542354,604
214542356,484
214542360,468
214542362,21
214542369,193
214542373,37
214542375,237
214542377,83
214542380,69
214542386,8
214542390,210
214542399,57
214542403,165
214542405,71
214542425,9
214542427,14
214542446,69
214542448,9
214542452,92
214542579,176
214542615,259
214542635,146
214542675,36
214542744,30
214542761,1256
214542838,190
214542892,351
214542894,399
214543005,921
214543016,328
214543022,210
214543025,270
214543035,375
214543040,229
214543050,263
214543055,59
214543080,775
214543089,42
214543095,373
214543097,36
214543106,99
214543157,118
214543192,67
214543194,42
214543273,2
214543318,118
214543322,180
214543325,3
214543327,13
214543333,57
214543348,359
214543442,139
214543455,90
214543457,206
214543468,91
214543475,265
214543492,447
214543494,445
214543498,16
214543500,282
214543502,55
214543505,338
214543509,9
214543513,263
214543517,180
214543520,12
214543526,4
214543528,24
214543545,111
214543552,307
214543562,270
214543567,269
214543571,205
214543573,136
214543582,239
214543584,295
214543592,1250
214543599,217
214543603,364
214543637,20
214543661,29
214543685,56
214543700,285
214543721,697
214543723,708
214543751,7
214543772,7
214543832,9
214543841,12
214543884,7
214543890,5
214543922,3580
214543942,4
214544083,234
214544085,34
214544128,10
214544197,32
214544227,107
214544233,421
214544304,7
214544325,1266
214544327,2080
214544355,5224
214544357,6007
214544411,273
214544422,469
214544430,110
214544435,132
214544439,129
214544473,27
214544492,2311
214544503,262
214544514,159
214544516,448
214544535,1288
214544544,20
214544561,419
214544587,811
214544589,436
214544591,959
214544608,465
214544610,791
214544612,529
214544619,354
214544625,944
214544672,49
214544675,255
214544696,192
214544732,641
214544750,258
214544758,452
214544762,128
214544771,53
214544780,845
214544782,794
214544788,29
214544799,802
214544805,940
214544807,460
214544820,2121
214544833,395
214544837,2264
214544840,1666
214544846,951
214544857,224
214544859,212
214544861,174
214544863,142
214544887,79
214544891,101
214544893,30
214544897,216
214544904,172
214544906,255
214544908,278
214544921,443
214544923,403
214544925,180
214544932,394
214544936,291
214544945,668
214544947,782
214544962,6
214544966,731
214544970,627
214544979,302
214544985,131
214545005,1506
214545030,606
214545032,935
214545050,218
214545090,363
214545107,143
214545120,368
214545125,167
214545150,10
214545159,242
214545161,177
214545163,353
214545174,14
214545178,56
214545187,48
214545189,402
214545191,130
214545195,17
214545197,10
214545200,1081
214545202,734
214545217,2176
214545219,1177
214545221,43
214545223,1061
214545225,190
214545227,87
214545232,516
214545234,240
214545240,886
214545245,773
214545253,197
214545255,144
214545257,234
214545275,100
214545292,70
214545296,31
214545305,37
214545307,25
214545309,74
214545311,73
214545328,78
214545332,89
214545335,49
214545345,44
214545347,66
214545358,46
214545373,31
214545397,84
214545401,87
214545407,78
214545410,93
214545414,83
214545420,22
214545422,4
214545427,17
214545429,2
214545433,207
214545435,217
214545440,301
214545442,446
214545446,568
214545448,598
214545455,67
214545459,13
214545461,34
214545465,25
214545478,127
214545480,198
214545482,156
214545487,90
214545489,78
214545491,74
214545493,92
214545495,20
214545497,58
214545500,4645
214545502,429
214545504,894
214545506,461
214545508,204
214545510,268
214545515,67
214545517,24
214545523,76
214545525,66
214545530,198
214545532,207
214545536,138
214545542,188
214545557,114
214545560,556
214545575,1690
214545585,194
214545590,215
214545656,76
214545742,242
214545748,143
214545761,143
214545789,13
214545806,708
214545808,2441
214545810,50
214545812,450
214545815,339
214545821,3497
214545823,889
214545825,2211
214545832,1568
214545834,2089
214545836,2257
214545838,5803
214545842,616
214545845,334
214545847,1157
214545851,997
214545853,1218
214545862,924
214545864,2001
214545866,322
214545868,435
214545870,24
214545879,12956
214545881,2007
214545883,1809
214545885,974
214545890,139
214545894,941
214545896,554
214545898,372
214545902,754
214545905,491
214545909,1045
214545913,178
214545917,1176
214545920,954
214545926,222
214545928,3179
214545930,1390
214545932,9525
214545935,1327
214545939,2624
214545941,1041
214545943,524
214545945,643
214545947,818
214545950,771
214545952,804
214545954,1168
214545956,1269
214545958,875
214545962,279
214545965,511
214545967,25
214545969,802
214545971,625
214545975,66
214545977,187
214545980,1271
214545982,215
214545984,161
214545986,174
214546018,1648
214546020,1302
214546022,8814
214546025,10630
214546027,4559
214546029,1942
214546031,2184
214546035,327
214546037,314
214546040,325
